date,unvaccinated_individuals,fully_vaccinated_individuals,boosted_individuals,unvaccinated_compartment_total,fully_vaccinated_compartment_total,booster_vaccinated_compartment_total,percentage_unvaccinated_to_fully_vaccinated,percentage_fully_vaccinated_to_boosted,Total Cases,New Cases,Susceptible,Exposed,Infected,Hospitalized,Recovered,Deceased,Original Infected,inpatient_beds_used_covid,Total Recovered,Total Deaths,Susceptible_UV,Susceptible_FV,Susceptible_BV,Exposed_UV,Exposed_FV,Exposed_BV,Infected_UV,Infected_FV,Infected_BV,Hospitalized_UV,Hospitalized_FV,Hospitalized_BV,Recovered_UV,Recovered_FV,Recovered_BV,Deceased_UV,Deceased_FV,Deceased_BV
2/28/2022,2148015,14692382,6452834,2109558,12050159,5293179,0.002791514,0.000804972,2930727,1999,14094828,285571,17515,2300,4985262,67423,17517,2301,4985679,67838,141139,9697513,4256174,2859,196478,86233,12778,2081,2656,2066,163,71,1889609,2148534,947119,61107,5390,926
3/1/2022,2141701,14697207,6465373,2103578,12048542,5300774,0.002939458,0.000853435,2941697,1935,14102036,276428,17481,2231,4987237,67483,17482,2233,4987656,67899,139588,9698213,4264234,2736,190104,83587,12753,2077,2651,1854,262,115,1885496,2152489,949252,61151,5397,935
3/2/2022,2134519,14703593,6478220,2096765,12047712,5308412,0.003353409,0.000874112,2954106,1988,14092476,284000,17336,2139,4989421,67520,17338,2141,4989842,67937,137711,9687717,4267046,2775,195232,85992,12566,1937,2833,1778,251,110,1880757,2157174,951490,61178,5401,941
3/3/2022,2128810,14709484,6486896,2091515,12048040,5313330,0.002674607,0.00059006,2962349,2547,14010072,363857,17603,2025,4991784,67548,17605,2026,4992207,67967,134931,9629157,4245982,3504,250079,110272,12759,1967,2877,1682,238,105,1877440,2161195,953149,61199,5404,945
3/4/2022,2123066,14715657,6496099,2086194,12048192,5318498,0.002698221,0.000625651,2977097,2330,14038742,332857,17342,1930,4994436,67579,17344,1931,4994861,67999,133341,9646693,4258707,3161,228722,100973,12570,1938,2834,1603,227,100,1874297,2165205,954934,61222,5407,950
3/5/2022,2117569,14721786,6504648,2081098,12048546,5323237,0.00258918,0.000580946,2995000,2192,14056265,313142,16879,1891,4997120,67588,16880,1892,4997546,68009,131740,9656799,4267724,2934,215131,95075,12234,1886,2759,1571,222,98,1871390,2169100,956630,61229,5408,951
3/6/2022,2112884,14727470,6512229,2076666,12048864,5327350,0.002212443,0.000514951,3016444,1308,14181242,186857,15846,1851,4999470,67616,15847,1853,4999897,68038,131705,9740732,4308804,1735,128347,56774,11485,1771,2590,1538,217,96,1868953,2172386,958131,61250,5411,955
3/7/2022,2109566,14730525,6517711,2073648,12048694,5330535,0.001570365,0.00037223,3037458,1679,14126563,239857,15709,1850,5001256,67644,15711,1851,5001684,68068,129934,9701867,4294761,2206,164729,72921,11387,1755,2567,1537,217,96,1867313,2174712,959231,61271,5414,959
3/8/2022,2106279,14733693,6522395,2070590,12049045,5333240,0.00155814,0.000317979,3059082,1206,14192929,172285,15444,1738,5002800,67681,15445,1739,5003230,68106,129559,9746287,4317082,1572,118308,52404,11194,1726,2524,1444,204,90,1865523,2177102,960175,61298,5418,965
3/9/2022,2101464,14738823,6529549,2066064,12049497,5337310,0.002286022,0.000485554,3085475,1829,14102100,261285,15309,1702,5004781,67697,15311,1703,5005212,68123,127447,9682281,4292370,2361,179394,79529,10867,1677,2765,1414,200,88,1862665,2180526,961590,61310,5419,968
3/10/2022,2097002,14743692,6535874,2061942,12050104,5340822,0.002123282,0.000429139,3107454,1879,14093078,268428,15355,1601,5006706,67704,15356,1602,5007138,68132,125922,9674786,4292368,2398,184273,81755,10899,1682,2774,1330,188,83,1860077,2183756,962873,61316,5419,969
3/11/2022,2093405,14748429,6541944,2058709,12050156,5343999,0.001715306,0.000411701,3137022,2192,14046172,313142,15652,1507,5008660,67735,15654,1508,5009093,68165,123971,9641633,4280566,2763,214948,95429,11110,1715,2827,1252,177,78,1858274,2186261,964125,61339,5422,974
3/12/2022,2088905,14753329,6548334,2054502,12050806,5347553,0.002149608,0.000433266,3175341,1543,14137343,220428,14703,1452,5011197,67741,14704,1454,5011632,68173,123509,9702733,4311099,1925,151284,67218,10436,1611,2656,1207,170,75,1856081,2189586,965530,61344,5422,975
3/13/2022,2085512,14757399,6553871,2051389,12050923,5350544,0.001624296,0.000375305,3220099,1602,14127312,228857,13993,1434,5013503,67761,13994,1436,5013940,68195,122223,9694717,4310370,1979,157050,69826,9932,1533,2528,1192,168,74,1854704,2192031,966768,61359,5424,978
3/14/2022,2083598,14759477,6556874,2049736,12050924,5352194,0.00091776,0.000203491,3260550,1565,14131033,223571,13353,1448,5015681,67772,13354,1449,5016120,68207,121222,9696924,4312885,1917,153417,68235,9478,1463,2412,1203,170,75,1854549,2193525,967607,61367,5425,980
3/15/2022,2080974,14762260,6560618,2047648,12050976,5354227,0.00125936,0.000253668,3302107,3305,13879157,472142,15391,1406,5016952,67806,15393,1407,5017392,68243,117065,9524258,4237833,3982,323996,144162,10925,1686,2780,1168,165,73,1853116,2195443,968393,61392,5428,986
3/16/2022,2077004,14766854,6566936,2044012,12051127,5357710,0.001907761,0.000427983,3333938,1977,14066894,282428,15714,1382,5018592,67842,15715,1383,5019034,68280,117255,9651943,4297695,2354,193786,86286,11097,1600,3017,1148,162,72,1850740,2198205,969647,61418,5431,993
3/17/2022,2073096,14771307,6572786,2040503,12051446,5360896,0.001881556,0.000396158,3377069,2327,14014567,332428,16928,1289,5019772,67864,16929,1290,5020216,68304,115219,9615130,4284216,2733,228072,101622,11954,1724,3250,1071,151,67,1848092,2200936,970744,61434,5433,997
3/18/2022,2069428,14775812,6578841,2037202,12051511,5364129,0.001769334,0.000409916,3444295,2143,14038710,306142,17206,1324,5021583,67880,17208,1325,5022028,68321,113920,9630667,4294122,2484,210015,93641,12151,1752,3303,1100,155,69,1846101,2203488,971994,61446,5434,1000
3/19/2022,2065600,14780174,6585433,2033776,12051323,5367739,0.001849787,0.000446135,3515464,2379,14002616,339857,17795,1234,5023460,67880,17797,1236,5023906,68322,112007,9604707,4285900,2718,233115,104022,12567,1812,3416,1026,144,64,1844012,2206111,973337,61446,5434,1000
3/20/2022,2062084,14784417,6591743,2030587,12051101,5371149,0.001702169,0.000426923,3592118,1901,14069001,271571,17502,1237,5025644,67885,17504,1238,5026092,68328,111187,9648959,4308854,2146,186251,83172,12360,1782,3360,1028,145,64,1842416,2208530,974698,61450,5434,1001
3/21/2022,2059988,14786590,6595416,2028802,12050837,5373195,0.001016447,0.000248437,3676970,1883,14069689,269000,17809,1269,5027176,67894,17811,1271,5027625,68338,109986,9648952,4310750,2102,184479,82417,12577,1813,3419,1055,148,66,1841625,2210010,975541,61457,5435,1002
3/22/2022,2057321,14789035,6599782,2026480,12050645,5375707,0.001294668,0.000295268,3737687,2024,14047523,289142,18205,1297,5028753,67916,18206,1298,5029203,68362,108486,9633023,4306012,2232,198277,88631,12856,1854,3495,1078,152,67,1840355,2211902,976496,61473,5437,1006
3/23/2022,2053448,14792735,6606116,2023242,12050295,5379291,0.001882545,0.00042829,3793863,3687,13806264,526714,20388,1235,5030296,67934,20389,1237,5030748,68382,104268,9466968,4235027,3977,361168,161567,14495,2006,3887,1027,144,64,1837988,2214571,977737,61487,5438,1009
3/24/2022,2049621,14796634,6611945,2020024,12050269,5382530,0.001863695,0.000394045,3847456,3635,13810058,519285,20762,1190,5033592,67940,20764,1192,5034045,68390,102040,9469143,4238873,3836,356058,159389,14761,2043,3958,989,139,62,1836906,2217448,979238,61492,5438,1010
3/25/2022,2045760,14800348,6618042,2016763,12050082,5385976,0.001883763,0.000412053,3928353,3555,13817931,507857,22359,1173,5035531,67974,22360,1174,5035986,68426,99880,9473920,4244129,3670,348199,155986,15896,2200,4263,975,137,61,1834825,2220185,980521,61517,5441,1016
3/26/2022,2042244,14803981,6624023,2013704,12049800,5389312,0.001718677,0.000404112,4015318,2681,13940107,383000,22761,1124,5037849,67979,22762,1126,5038306,68433,99026,9556751,4284328,2720,262568,117710,16182,2240,4339,935,131,58,1833320,2222669,981860,61521,5441,1017
3/27/2022,2040312,14805890,6626763,2012182,12049806,5390825,0.000946018,0.000185085,4096075,2465,13968500,352142,23049,1157,5039978,67990,23051,1159,5040437,68445,97740,9576344,4294414,2464,241416,108261,16387,2268,4394,962,135,60,1833100,2224201,982677,61529,5442,1019
3/28/2022,2039140,14806780,6628422,2011509,12049539,5391762,0.000574422,0.00011205,4181246,3109,13873391,444142,23747,1190,5042345,67998,23748,1192,5042806,68455,95319,9511872,4266199,3051,304512,136577,16883,2337,4527,989,139,62,1833731,2225237,983377,61536,5442,1020
3/29/2022,2034466,14811992,6637119,2007328,12048931,5396548,0.002292143,0.000587366,4251694,2857,13906534,408142,24758,1134,5044233,68009,24760,1136,5044695,68467,93622,9532823,4280087,2747,279778,125616,17602,2436,4720,943,132,59,1830870,2228319,985044,61544,5443,1022
3/30/2022,2031517,14814869,6641570,2004904,12048813,5399086,0.00144952,0.0003005,4313376,3404,13824987,486285,26272,1141,5046107,68015,26274,1143,5046570,68475,91173,9476893,4256919,3206,333343,149734,18492,2518,5262,949,133,59,1829535,2230483,986089,61549,5443,1023
3/31/2022,2027451,14818932,6648048,2001633,12048487,5402683,0.00200146,0.000437263,4369536,4806,13619895,686571,29016,1181,5048123,68020,29017,1182,5048588,68481,86998,9336134,4196761,4385,470629,211556,20423,2781,5812,981,138,62,1827293,2233362,987468,61553,5443,1024
4/1/2022,2023669,14823669,6654048,1998478,12048520,5405799,0.001865397,0.000404887,4429482,3842,13753767,548857,29181,1169,5051799,68027,29183,1171,5052266,68490,85576,9427668,4240521,3415,376219,169222,20539,2797,5845,916,175,78,1826473,2236218,989108,61559,5443,1025
4/2/2022,2019469,14828956,6660835,1994838,12048616,5409342,0.002075438,0.000457849,4490898,3299,13828040,471285,28874,1142,5055430,68029,28875,1143,5055898,68493,83961,9477878,4266199,2861,323023,145399,20323,2768,5783,894,171,77,1825238,2239333,990859,61561,5443,1025
4/3/2022,2015388,14834855,6667909,1991322,12048600,5412869,0.002020828,0.00047704,4549010,3376,13813664,482285,28702,1134,5058976,68034,28704,1135,5059446,68500,81767,9467402,4264493,2854,330541,148888,20202,2751,5749,888,170,76,1824046,2242293,992637,61565,5443,1026
4/4/2022,2012557,14838396,6671967,1989052,12048801,5414935,0.001404692,0.000273545,4592684,3383,13809281,483285,29390,1148,5061632,68056,29392,1149,5062104,68523,79742,9464637,4264900,2790,331234,149259,20686,2817,5887,899,172,77,1823354,2244496,993782,61581,5445,1030
4/5/2022,2009450,14842325,6676311,1986481,12049166,5417139,0.001543807,0.000292754,4637773,3178,13835388,454000,29999,1253,5064092,68058,30000,1254,5064565,68527,77974,9482603,4274809,2558,311165,140275,21114,2876,6009,981,188,84,1822271,2246889,994932,61583,5445,1030
4/6/2022,2004920,14848089,6683242,1982599,12049436,5420749,0.002254348,0.000466975,4665446,4362,13661884,623142,31224,1281,5067189,68067,31225,1282,5067664,68537,74675,9363339,4223869,3406,427077,192657,21618,3125,6481,1003,192,86,1820308,2250257,996624,61589,5446,1032
4/7/2022,2000233,14854261,6690728,1979093,12049189,5424497,0.002337749,0.000504173,4699690,7341,13228971,1048714,35709,1279,5070035,68074,35710,1281,5070512,68546,68332,9067499,4093138,5417,718817,324479,24723,3574,7412,1002,191,86,1818024,2253662,998349,61595,5446,1033
4/8/2022,1996084,14859800,6696789,1975861,12049426,5427490,0.002074258,0.000408031,4726416,5619,13469352,802714,40161,1310,5071164,68078,40162,1312,5071643,68551,66437,9232899,4170015,3959,550240,248514,27806,4019,8336,1026,196,88,1815035,2256626,999503,61598,5446,1034
4/9/2022,1991458,14866215,6703884,1971988,12049787,5431000,0.002317538,0.000477463,4755168,4512,13622983,644571,43512,1335,5072294,68083,43513,1336,5072774,68557,64550,9338087,4220344,3054,441831,199685,30126,4355,9031,1045,200,90,1811611,2259868,1000815,61602,5446,1035
4/10/2022,1988372,14870800,6708953,1969716,12049645,5433409,0.001549618,0.000340974,4790487,5035,13543234,719285,47357,1391,5073423,68084,47359,1392,5073905,68559,61390,9284151,4197691,3260,493083,222940,32788,4740,9829,1089,208,94,1809586,2262017,1001820,61603,5446,1035
4/11/2022,1984622,14875787,6714518,1966969,12049664,5436136,0.001885965,0.000374223,4813820,6156,13376935,879428,48602,1477,5078226,68104,48603,1479,5078709,68580,57281,9171137,4148515,3765,602930,272732,33650,4864,10088,1157,221,99,1809499,2265064,1003663,61617,5448,1039
4/12/2022,1981133,14880040,6718981,1964264,12050122,5438382,0.001758017,0.000300018,4832399,4733,13575488,676142,49483,1493,5082046,68119,49484,1494,5082530,68596,55481,9307957,4212048,2763,463593,209785,34260,4952,10271,1169,223,101,1808963,2267948,1005135,61628,5449,1042
4/13/2022,1976510,14885355,6725574,1960820,12050225,5441720,0.002333513,0.000443077,4850317,6585,13304331,940714,52710,1546,5085327,68139,52711,1548,5085813,68617,50484,9122732,4131114,3569,645044,292100,36876,5275,10559,1211,231,104,1807038,2271492,1006797,61642,5451,1046
4/14/2022,1972110,14891017,6732384,1957751,12049925,5445087,0.002226146,0.000457497,4865397,8098,13080090,1156857,57451,1543,5088681,68143,57453,1544,5089168,68622,45334,8970312,4064443,4009,793371,359476,40193,5749,11509,1208,231,104,1805362,2274811,1008508,61645,5451,1047
4/15/2022,1967772,14896416,6738959,1954517,12049844,5448399,0.002199674,0.000441541,4887075,6622,13284325,946000,60617,1611,5092058,68152,60619,1612,5092546,68632,42422,9111150,4130751,3021,648820,294158,42408,6066,12143,1261,241,109,1803754,2278115,1010189,61651,5452,1049
4/16/2022,1963931,14901321,6744689,1951774,12049753,5451231,0.001951954,0.000384656,4904361,6620,13277991,945714,64094,1586,5095224,68152,64095,1588,5095714,68632,38827,9107874,4131289,2765,648700,294247,44840,6414,12840,1242,237,107,1802449,2281076,1011699,61651,5452,1049
4/17/2022,1960089,14906226,6750419,1948727,12049920,5454108,0.001956281,0.00038453,4919387,4685,13549735,669285,64421,1581,5099584,68152,64423,1583,5100076,68632,36969,9294524,4218240,1826,459100,208358,45069,6447,12905,1238,236,107,1801974,2284161,1013449,61651,5452,1049
4/18/2022,1958134,14908183,6752820,1947897,12049567,5455290,0.000997404,0.000161074,4929511,6904,13225831,986285,63805,1749,5106924,68163,63806,1751,5107417,68644,32495,9074439,4118896,2423,676704,307156,44638,6385,12782,1370,261,118,1805312,2286325,1015287,61659,5453,1051
4/19/2022,1955730,14910583,6755875,1946387,12049478,5456886,0.001227699,0.000204921,4936420,5419,13432555,774142,63555,1774,5112529,68199,63556,1775,5113024,68682,30098,9217541,4184914,1734,531223,241184,44463,6360,12732,1389,265,120,1807018,2288633,1016878,61685,5456,1058
4/20/2022,1953018,14913314,6759142,1944742,12049384,5458621,0.001386694,0.000219106,4945687,7284,13158842,1040571,66277,1839,5117002,68220,66278,1841,5117498,68704,26095,9031507,4101238,2063,714190,324316,45838,6854,13585,1440,275,124,1807606,2291100,1018296,61700,5458,1062
4/21/2022,1946882,14920882,6768929,1939794,12049301,5463651,0.003141804,0.000656259,4954148,7019,13189680,1002714,68282,1820,5122014,68239,68284,1821,5122511,68724,22340,9052518,4114820,1698,688196,312819,47225,7061,13996,1425,272,123,1805393,2295794,1020827,61713,5460,1066
4/22/2022,1942259,14926206,6775153,1936609,12049343,5466791,0.002374566,0.000417134,4964219,8700,12940837,1242857,70759,1896,5128148,68249,70760,1898,5128647,68735,17442,8883355,4040038,1675,853170,388011,48938,7317,14504,1485,283,128,1805349,2299757,1023042,61720,5461,1068
4/23/2022,1937636,14931530,6781378,1932755,12049951,5470036,0.002380218,0.000417052,4974030,4456,13542667,636571,70492,1889,5132869,68256,70493,1890,5133369,68744,15741,9296361,4230564,739,436974,198857,48753,7290,14449,1479,282,128,1804317,2303583,1024969,61726,5461,1069
4/24/2022,1934738,14934973,6785620,1930656,12049898,5472183,0.001495637,0.000284097,4982929,4793,13489731,684714,68657,1935,5139444,68260,68658,1937,5139945,68749,13098,9260686,4215945,664,470055,213993,47484,7100,14073,1515,289,131,1806166,2306307,1026971,61729,5461,1070
4/25/2022,1933061,14937119,6788214,1930272,12049129,5473333,0.000866784,0.000173686,4989404,8008,13022437,1144000,68369,2120,5147535,68276,68371,2121,5148038,68767,8632,8942397,4071406,758,785575,357666,47285,7070,14014,1659,317,144,1810197,2308308,1029030,61741,5462,1073
4/26/2022,1929992,14940429,6791714,1928280,12049362,5475088,0.001587637,0.000234316,4994926,6519,13228633,931285,68171,2218,5154138,68288,68173,2220,5154642,68781,5377,9085577,4137677,378,639617,291289,47148,7050,13973,1737,331,150,1811890,2311324,1030924,61750,5463,1075
4/27/2022,1926590,14944717,6796722,1926200,12049056,5477472,0.001762702,0.000335198,4999994,7847,13031071,1121000,69500,2119,5160742,68299,69502,2120,5161248,68793,1203,8951573,4078294,103,770060,350835,48200,7215,14085,1659,316,144,1813277,2314428,1033037,61758,5464,1077
4/28/2022,1922907,14949243,6802054,1924152,12048550,5480023,0.001911668,0.000356782,5005800,9923,12724577,1417571,74606,2248,5165413,68311,74608,2250,5165921,68807,-3750,8743400,3984926,-417,974051,443937,51741,7745,15120,1760,336,152,1813051,2317553,1034809,61767,5465,1079
4/29/2022,1919224,14953770,6807386,1921874,12048238,5482611,0.001915329,0.000356674,5012534,8476,12922815,1210857,76133,2289,5172301,68328,76134,2291,5172811,68826,-8096,8881430,4049481,-758,832182,379433,52800,7904,15429,1792,342,155,1814356,2320914,1037031,61780,5466,1082
4/30/2022,1915362,14958360,6813257,1919071,12048063,5485588,0.002012272,0.00039261,5020179,6298,13227660,899714,77069,2237,5177700,68342,77070,2238,5178211,68841,-11582,9091655,4147587,-787,618392,282109,53449,8001,15619,1751,334,152,1814450,2324214,1039036,61790,5467,1085
